FID,osm_id,code,fclass,name,longitude,latitude,grid
281,1835838252,2907,camera_surveillance, ,2.239633,48.896952,"9,12"
369,1925222797,2907,camera_surveillance, ,2.23839,48.89675,"9,12"
394,1932117236,2907,camera_surveillance, ,2.239567,48.89633,"9,12"
396,1932117268,2907,camera_surveillance, ,2.239404,48.896313,"9,12"
584,2001231961,2907,camera_surveillance, ,2.239174,48.896526,"9,12"
587,2001239239,2907,camera_surveillance, ,2.238742,48.897095,"9,12"
1362,5426360158,2902,bench, ,2.239659,48.896709,"9,12"
1363,5426360159,2902,bench, ,2.239531,48.896869,"9,12"
1366,5442645353,2902,bench, ,2.239005,48.896369,"9,12"
1640,7178203290,2906,waste_basket, ,2.238319,48.896966,"9,12"
1641,7178203291,2902,bench, ,2.238383,48.897011,"9,12"
1642,7178203292,2902,bench, ,2.238366,48.897094,"9,12"
1645,7178204686,2906,waste_basket, ,2.23833,48.896866,"9,12"
1646,7178204687,2906,waste_basket, ,2.238448,48.897042,"9,12"
1830,9136877167,2902,bench, ,2.239432,48.896971,"9,12"
1504,6021850843,2906,waste_basket, ,2.238458,48.888024,"9,2"
1505,6022967503,2906,waste_basket, ,2.238682,48.887822,"9,2"
1332,5013368662,2301,restaurant,Porto,2.23897,48.888445,"9,3"
1421,5705436105,2725,artwork,Les Cheminées,2.238731,48.888977,"9,3"
1422,5705436106,2725,artwork,Les Cheminées,2.238837,48.888937,"9,3"
1498,6021649967,2906,waste_basket, ,2.239338,48.888229,"9,3"
1499,6021649968,2906,waste_basket, ,2.23933,48.888218,"9,3"
1500,6021649969,2906,waste_basket, ,2.23884,48.888407,"9,3"
1501,6021649970,2906,waste_basket, ,2.238815,48.888442,"9,3"
1502,6021759234,2592,vending_parking, ,2.239205,48.888833,"9,3"
1507,6023047522,2906,waste_basket, ,2.239491,48.888202,"9,3"
1150,4006468495,2701,tourist_info, ,2.239005,48.890384,"9,5"
1450,5936552216,2906,waste_basket, ,2.238298,48.890973,"9,6"
1461,5996489042,2701,tourist_info, ,2.239283,48.891319,"9,6"
1462,5996489043,2906,waste_basket, ,2.239643,48.891721,"9,6"
144,1354936704,2501,supermarket,Monoprix,2.238837,48.892457,"9,7"
145,1354936721,2519,optician,Optic 2000,2.238936,48.892527,"9,7"
373,1930418707,2907,camera_surveillance, ,2.238788,48.892139,"9,7"
374,1930418726,2907,camera_surveillance, ,2.238519,48.892225,"9,7"
474,1952414686,2907,camera_surveillance, ,2.239099,48.892363,"9,7"
475,1952414693,2907,camera_surveillance, ,2.239033,48.892428,"9,7"
476,1952414710,2907,camera_surveillance, ,2.239395,48.892311,"9,7"
480,1955771721,2907,camera_surveillance, ,2.23913,48.892415,"9,7"
1435,5934175867,2906,waste_basket, ,2.238987,48.892336,"9,7"
1436,5934175868,2906,waste_basket, ,2.239225,48.892564,"9,7"
1437,5934175869,2906,waste_basket, ,2.239406,48.89251,"9,7"
1444,5934176802,2906,waste_basket, ,2.239313,48.89216,"9,7"
1445,5934176803,2906,waste_basket, ,2.23918,48.892202,"9,7"
1446,5934176804,2906,waste_basket, ,2.23901,48.892255,"9,7"
1447,5934176805,2906,waste_basket, ,2.238885,48.892295,"9,7"
1448,5934532023,2906,waste_basket, ,2.239126,48.892402,"9,7"
1449,5936341564,2725,artwork, ,2.239125,48.892268,"9,7"
1458,5994920605,2725,artwork,cnit,2.239468,48.891867,"9,7"
1877,9364003568,2301,restaurant,Yùki Ono,2.239456,48.892563,"9,7"
52,821915330,2401,hotel,Hilton Paris La Defense,2.238288,48.892843,"9,8"
466,1952414647,2907,camera_surveillance, ,2.238297,48.893119,"9,8"
467,1952414670,2907,camera_surveillance, ,2.238302,48.89312,"9,8"
468,1952414680,2907,camera_surveillance, ,2.238296,48.893117,"9,8"
469,1952414681,2907,camera_surveillance, ,2.23832,48.892918,"9,8"
470,1952414682,2907,camera_surveillance, ,2.238881,48.893327,"9,8"
471,1952414683,2907,camera_surveillance, ,2.239092,48.893091,"9,8"
472,1952414684,2907,camera_surveillance, ,2.238737,48.892871,"9,8"
473,1952414685,2907,camera_surveillance, ,2.238505,48.892719,"9,8"
477,1952414715,2907,camera_surveillance, ,2.239289,48.892936,"9,8"
478,1952414716,2907,camera_surveillance, ,2.239397,48.893161,"9,8"
479,1955771578,2301,restaurant,Flo Prestige,2.238571,48.892842,"9,8"
486,1955771816,2907,camera_surveillance, ,2.239647,48.89268,"9,8"
487,1955771868,2907,camera_surveillance, ,2.239449,48.8927,"9,8"
488,1955771881,2907,camera_surveillance, ,2.239611,48.89345,"9,8"
1317,4514556390,2082,school,ESSEC,2.239002,48.892916,"9,8"
1438,5934175870,2906,waste_basket, ,2.239526,48.89264,"9,8"
1439,5934175871,2906,waste_basket, ,2.239634,48.892773,"9,8"
1440,5934175872,2906,waste_basket, ,2.239617,48.892868,"9,8"
1441,5934175873,2906,waste_basket, ,2.239577,48.892937,"9,8"
1442,5934175874,2906,waste_basket, ,2.239502,48.892873,"9,8"
1443,5934175875,2906,waste_basket, ,2.239376,48.892801,"9,8"
370,1930350789,2907,camera_surveillance, ,2.239444,48.894054,"9,9"
490,1955807648,2907,camera_surveillance, ,2.238846,48.893876,"9,9"
902,2813297908,2902,bench, ,2.238293,48.893604,"9,9"
903,2813297910,2906,waste_basket, ,2.238307,48.89361,"9,9"
1767,8284069768,2701,tourist_info, ,2.238574,48.893903,"9,9"
1833,9136877177,2906,waste_basket, ,2.238375,48.894092,"9,9"
1842,9137670477,2906,waste_basket, ,2.238422,48.893823,"9,9"
